 0.430463,  0.295610
 0.430463, -2.781993
 0.430496, -3.066315
 0.434208, -4.194896
 0.483966, -4.607521
 0.934311, -5.427607
 2.188925, -4.861481
 3.193698, -4.342847
 4.362578, -3.291468
 4.717945, -2.155866
 4.946750, -0.491603
 4.987507,  0.061892
 4.755264,  1.051682
 4.341820,  2.320646
 3.953904,  3.192257
 3.329891,  4.120893
 1.386530,  4.974015
 0.530983,  4.607628
 0.450137,  4.568210
 0.441914,  4.239797
 0.433890,  3.871988
 0.432078,  3.556324
 0.430509,  3.075208
 0.430473,  2.720393
 0.430464,  1.578301
 0.430463,  1.216437
